Country,iso3,year,value,indicator code,indicator description
Suriname,SUR,2013,,FSI,Financial Secrecy Index
Slovakia,SVK,2013,,FSI,Financial Secrecy Index
Slovenia,SVN,2013,,FSI,Financial Secrecy Index
Sweden,SWE,2013,55.71366,FSI,Financial Secrecy Index
Eswatini,SWZ,2013,,FSI,Financial Secrecy Index
Sint Maarten,SXM,2013,,FSI,Financial Secrecy Index
Seychelles,SYC,2013,293.483,FSI,Financial Secrecy Index
Syria,SYR,2013,,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,2013,81.81755,FSI,Financial Secrecy Index
Chad,TCD,2013,,FSI,Financial Secrecy Index
Togo,TGO,2013,,FSI,Financial Secrecy Index
Thailand,THA,2013,,FSI,Financial Secrecy Index
Tajikistan,TJK,2013,,FSI,Financial Secrecy Index
Tokelau,TKL,2013,,FSI,Financial Secrecy Index
Turkmenistan,TKM,2013,,FSI,Financial Secrecy Index
Timor-Leste,TLS,2013,,FSI,Financial Secrecy Index
Tonga,TON,2013,,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,2013,,FSI,Financial Secrecy Index
Tunisia,TUN,2013,,FSI,Financial Secrecy Index
Turkey,TUR,2013,,FSI,Financial Secrecy Index
Tuvalu,TUV,2013,,FSI,Financial Secrecy Index
Taiwan,TWN,2013,,FSI,Financial Secrecy Index
Tanzania,TZA,2013,,FSI,Financial Secrecy Index
Uganda,UGA,2013,,FSI,Financial Secrecy Index
Ukraine,UKR,2013,,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,2013,,FSI,Financial Secrecy Index
Uruguay,URY,2013,277.4804,FSI,Financial Secrecy Index
United States,USA,2013,1212.971,FSI,Financial Secrecy Index
Uzbekistan,UZB,2013,,FSI,Financial Secrecy Index
Vatican,VAT,2013,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,2013,85.14934,FSI,Financial Secrecy Index
Venezuela,VEN,2013,,FSI,Financial Secrecy Index
British Virgin Islands,VGB,2013,385.4457,FSI,Financial Secrecy Index
US Virgin Islands,VIR,2013,102.8635,FSI,Financial Secrecy Index
Vietnam,VNM,2013,,FSI,Financial Secrecy Index
Vanuatu,VUT,2013,164.9674,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,2013,,FSI,Financial Secrecy Index
Samoa,WSM,2013,31.03195,FSI,Financial Secrecy Index
,XKX,2013,,FSI,Financial Secrecy Index
Yemen,YEM,2013,,FSI,Financial Secrecy Index
South Africa,ZAF,2013,209.7911,FSI,Financial Secrecy Index
Zambia,ZMB,2013,,FSI,Financial Secrecy Index
Zimbabwe,ZWE,2013,,FSI,Financial Secrecy Index
Aruba,ABW,2015,99.5278,FSI,Financial Secrecy Index
Afghanistan,AFG,2015,,FSI,Financial Secrecy Index
Angola,AGO,2015,,FSI,Financial Secrecy Index
Anguilla,AIA,2015,89.38037,FSI,Financial Secrecy Index
Albania,ALB,2015,,FSI,Financial Secrecy Index
Andorra,AND,2015,27.32231,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,2015,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,2015,440.7632,FSI,Financial Secrecy Index
Argentina,ARG,2015,,FSI,Financial Secrecy Index
Armenia,ARM,2015,,FSI,Financial Secrecy Index
American Samoa,ASM,2015,,FSI,Financial Secrecy Index
French Southern Territories,ATF,2015,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,2015,79.55601,FSI,Financial Secrecy Index
Australia,AUS,2015,148.0734,FSI,Financial Secrecy Index
Austria,AUT,2015,295.3141,FSI,Financial Secrecy Index
Azerbaijan,AZE,2015,,FSI,Financial Secrecy Index
Burundi,BDI,2015,,FSI,Financial Secrecy Index
Belgium,BEL,2015,181.2279,FSI,Financial Secrecy Index
Benin,BEN,2015,,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,2015,,FSI,Financial Secrecy Index
Burkina Faso,BFA,2015,,FSI,Financial Secrecy Index
Bangladesh,BGD,2015,,FSI,Financial Secrecy Index
Bulgaria,BGR,2015,,FSI,Financial Secrecy Index
Bahrain,BHR,2015,471.3962,FSI,Financial Secrecy Index
Bahamas,BHS,2015,273.0835,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,2015,,FSI,Financial Secrecy Index
Belarus,BLR,2015,,FSI,Financial Secrecy Index
Belize,BLZ,2015,92.46147,FSI,Financial Secrecy Index
Bermuda,BMU,2015,217.7114,FSI,Financial Secrecy Index
Bolivia,BOL,2015,,FSI,Financial Secrecy Index
Brazil,BRA,2015,263.6772,FSI,Financial Secrecy Index
Barbados,BRB,2015,298.3258,FSI,Financial Secrecy Index
Brunei,BRN,2015,47.41675,FSI,Financial Secrecy Index
Bhutan,BTN,2015,,FSI,Financial Secrecy Index
Bouvet Island,BVT,2015,,FSI,Financial Secrecy Index
Botswana,BWA,2015,90.55827,FSI,Financial Secrecy Index
Central African Republic,CAF,2015,,FSI,Financial Secrecy Index
Canada,CAN,2015,251.7512,FSI,Financial Secrecy Index
Cocos Islands,CCK,2015,,FSI,Financial Secrecy Index
Switzerland,CHE,2015,1466.132,FSI,Financial Secrecy Index
Chile,CHL,2015,166.6763,FSI,Financial Secrecy Index
China,CHN,2015,312.1978,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,2015,,FSI,Financial Secrecy Index
Cameroon,CMR,2015,,FSI,Financial Secrecy Index
Congo DRC,COD,2015,,FSI,Financial Secrecy Index
"Congo, Rep.",COG,2015,,FSI,Financial Secrecy Index
Cook Islands,COK,2015,17.80766,FSI,Financial Secrecy Index
Colombia,COL,2015,,FSI,Financial Secrecy Index
Comoros,COM,2015,,FSI,Financial Secrecy Index
Cape Verde,CPV,2015,,FSI,Financial Secrecy Index
Costa Rica,CRI,2015,74.91603,FSI,Financial Secrecy Index
Cuba,CUB,2015,,FSI,Financial Secrecy Index
Cura�ao,CUW,2015,67.8111,FSI,Financial Secrecy Index
Christmas Island,CXR,2015,,FSI,Financial Secrecy Index
Cayman Islands,CYM,2015,1013.158,FSI,Financial Secrecy Index
Cyprus,CYP,2015,213.938,FSI,Financial Secrecy Index
Czechia,CZE,2015,44.24571,FSI,Financial Secrecy Index
Germany,DEU,2015,701.8712,FSI,Financial Secrecy Index
Djibouti,DJI,2015,,FSI,Financial Secrecy Index
Dominica,DMA,2015,21.31418,FSI,Financial Secrecy Index
Denmark,DNK,2015,38.20438,FSI,Financial Secrecy Index
Dominican Republic,DOM,2015,,FSI,Financial Secrecy Index
Algeria,DZA,2015,,FSI,Financial Secrecy Index
Ecuador,ECU,2015,,FSI,Financial Secrecy Index
Egypt,EGY,2015,,FSI,Financial Secrecy Index
Eritrea,ERI,2015,,FSI,Financial Secrecy Index
Western Sahara,ESH,2015,,FSI,Financial Secrecy Index
Spain,ESP,2015,77.46602,FSI,Financial Secrecy Index
Estonia,EST,2015,52.93182,FSI,Financial Secrecy Index
Ethiopia,ETH,2015,,FSI,Financial Secrecy Index
Finland,FIN,2015,19.43176,FSI,Financial Secrecy Index
Fiji,FJI,2015,,FSI,Financial Secrecy Index
Falkland Islands,FLK,2015,,FSI,Financial Secrecy Index
France,FRA,2015,241.9387,FSI,Financial Secrecy Index
Faroe Islands,FRO,2015,,FSI,Financial Secrecy Index
Micronesia,FSM,2015,,FSI,Financial Secrecy Index
Gabon,GAB,2015,,FSI,Financial Secrecy Index
United Kingdom,GBR,2015,380.2413,FSI,Financial Secrecy Index
Georgia,GEO,2015,,FSI,Financial Secrecy Index
Guernsey,GGY,2015,339.3795,FSI,Financial Secrecy Index
Ghana,GHA,2015,139.184,FSI,Financial Secrecy Index
Gibraltar,GIB,2015,109.3385,FSI,Financial Secrecy Index
Guinea,GIN,2015,,FSI,Financial Secrecy Index
Guadeloupe,GLP,2015,,FSI,Financial Secrecy Index
Gambia,GMB,2015,,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,2015,,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,2015,,FSI,Financial Secrecy Index
Greece,GRC,2015,37.23742,FSI,Financial Secrecy Index
Grenada,GRD,2015,42.17658,FSI,Financial Secrecy Index
Greenland,GRL,2015,,FSI,Financial Secrecy Index
Guatemala,GTM,2015,177.1868,FSI,Financial Secrecy Index
French Guiana,GUF,2015,,FSI,Financial Secrecy Index
Guam,GUM,2015,,FSI,Financial Secrecy Index
Guyana,GUY,2015,,FSI,Financial Secrecy Index
Hong Kong,HKG,2015,1259.422,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,2015,,FSI,Financial Secrecy Index
Honduras,HND,2015,,FSI,Financial Secrecy Index
Croatia,HRV,2015,,FSI,Financial Secrecy Index
Haiti,HTI,2015,,FSI,Financial Secrecy Index
Hungary,HUN,2015,37.31525,FSI,Financial Secrecy Index
Indonesia,IDN,2015,,FSI,Financial Secrecy Index
Isle of Man,IMN,2015,228.5974,FSI,Financial Secrecy Index
India,IND,2015,148.0025,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,2015,,FSI,Financial Secrecy Index
Ireland,IRL,2015,187.4491,FSI,Financial Secrecy Index
Iran,IRN,2015,,FSI,Financial Secrecy Index
Iraq,IRQ,2015,,FSI,Financial Secrecy Index
Iceland,ISL,2015,67.11217,FSI,Financial Secrecy Index
Israel,ISR,2015,173.7764,FSI,Financial Secrecy Index
Italy,ITA,2015,98.65669,FSI,Financial Secrecy Index
Jamaica,JAM,2015,,FSI,Financial Secrecy Index
Jersey,JEY,2015,354.0404,FSI,Financial Secrecy Index
Jordan,JOR,2015,,FSI,Financial Secrecy Index
Japan,JPN,2015,418.3741,FSI,Financial Secrecy Index
Kazakhstan,KAZ,2015,,FSI,Financial Secrecy Index
Kenya,KEN,2015,,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,2015,,FSI,Financial Secrecy Index
Cambodia,KHM,2015,,FSI,Financial Secrecy Index
Kiribati,KIR,2015,,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,2015,68.42789,FSI,Financial Secrecy Index
South Korea,KOR,2015,124.2812,FSI,Financial Secrecy Index
Kuwait,KWT,2015,,FSI,Financial Secrecy Index
Laos,LAO,2015,,FSI,Financial Secrecy Index
Lebanon,LBN,2015,760.211,FSI,Financial Secrecy Index
Liberia,LBR,2015,218.2189,FSI,Financial Secrecy Index
Libya,LBY,2015,,FSI,Financial Secrecy Index
St. Lucia,LCA,2015,51.67438,FSI,Financial Secrecy Index
Liechtenstein,LIE,2015,202.3737,FSI,Financial Secrecy Index
Sri Lanka,LKA,2015,,FSI,Financial Secrecy Index
Lesotho,LSO,2015,,FSI,Financial Secrecy Index
Lithuania,LTU,2015,,FSI,Financial Secrecy Index
Luxembourg,LUX,2015,816.9902,FSI,Financial Secrecy Index
Latvia,LVA,2015,92.78296,FSI,Financial Secrecy Index
Macao,MAC,2015,420.1752,FSI,Financial Secrecy Index
St. Martin,MAF,2015,,FSI,Financial Secrecy Index
Morocco,MAR,2015,,FSI,Financial Secrecy Index
Monaco,MCO,2015,53.66951,FSI,Financial Secrecy Index
Moldova,MDA,2015,,FSI,Financial Secrecy Index
Madagascar,MDG,2015,,FSI,Financial Secrecy Index
Maldives,MDV,2015,,FSI,Financial Secrecy Index
Mexico,MEX,2015,117.0899,FSI,Financial Secrecy Index
Marshall Islands,MHL,2015,405.5528,FSI,Financial Secrecy Index
North Macedonia,MKD,2015,59.5387,FSI,Financial Secrecy Index
Mali,MLI,2015,,FSI,Financial Secrecy Index
Malta,MLT,2015,260.9326,FSI,Financial Secrecy Index
Myanmar,MMR,2015,,FSI,Financial Secrecy Index
Montenegro,MNE,2015,,FSI,Financial Secrecy Index
Mongolia,MNG,2015,,FSI,Financial Secrecy Index
Northern Mariana Islands,MNP,2015,,FSI,Financial Secrecy Index
Mozambique,MOZ,2015,,FSI,Financial Secrecy Index
Mauritania,MRT,2015,,FSI,Financial Secrecy Index
Montserrat,MSR,2015,10.86544,FSI,Financial Secrecy Index
Martinique,MTQ,2015,,FSI,Financial Secrecy Index
Mauritius,MUS,2015,297.0404,FSI,Financial Secrecy Index
Malawi,MWI,2015,,FSI,Financial Secrecy Index
Malaysia,MYS,2015,338.7408,FSI,Financial Secrecy Index
Mayotte,MYT,2015,,FSI,Financial Secrecy Index
Namibia,NAM,2015,,FSI,Financial Secrecy Index
New Caledonia,NCL,2015,,FSI,Financial Secrecy Index
Niger,NER,2015,,FSI,Financial Secrecy Index
Norfolk Island,NFK,2015,,FSI,Financial Secrecy Index
Nigeria,NGA,2015,,FSI,Financial Secrecy Index
Nicaragua,NIC,2015,,FSI,Financial Secrecy Index
Niue,NIU,2015,,FSI,Financial Secrecy Index
Netherlands,NLD,2015,168.3756,FSI,Financial Secrecy Index
Norway,NOR,2015,110.6715,FSI,Financial Secrecy Index
Nepal,NPL,2015,,FSI,Financial Secrecy Index
Nauru,NRU,2015,,FSI,Financial Secrecy Index
New Zealand,NZL,2015,109.3944,FSI,Financial Secrecy Index
Oman,OMN,2015,,FSI,Financial Secrecy Index
Pakistan,PAK,2015,,FSI,Financial Secrecy Index
Panama,PAN,2015,415.663,FSI,Financial Secrecy Index
Pitcairn,PCN,2015,,FSI,Financial Secrecy Index
Peru,PER,2015,,FSI,Financial Secrecy Index
Philippines,PHL,2015,146.057,FSI,Financial Secrecy Index
Palau,PLW,2015,,FSI,Financial Secrecy Index
Papua New Guinea,PNG,2015,,FSI,Financial Secrecy Index
Poland,POL,2015,57.22033,FSI,Financial Secrecy Index
Puerto Rico,PRI,2015,,FSI,Financial Secrecy Index
North Korea,PRK,2015,,FSI,Financial Secrecy Index
Portugal,PRT,2015,52.50964,FSI,Financial Secrecy Index
Paraguay,PRY,2015,,FSI,Financial Secrecy Index
Palestine,PSE,2015,,FSI,Financial Secrecy Index
French Polynesia,PYF,2015,,FSI,Financial Secrecy Index
Qatar,QAT,2015,,FSI,Financial Secrecy Index
Reunion,REU,2015,,FSI,Financial Secrecy Index
Romania,ROU,2015,,FSI,Financial Secrecy Index
Russia,RUS,2015,243.261,FSI,Financial Secrecy Index
Rwanda,RWA,2015,,FSI,Financial Secrecy Index
Saudi Arabia,SAU,2015,163.8641,FSI,Financial Secrecy Index
Sudan,SDN,2015,,FSI,Financial Secrecy Index
Senegal,SEN,2015,,FSI,Financial Secrecy Index
Singapore,SGP,2015,1147.122,FSI,Financial Secrecy Index
South Georgia and the South Sandwich Islands,SGS,2015,,FSI,Financial Secrecy Index
Saint Helena,SHN,2015,,FSI,Financial Secrecy Index
Svalbard and Jan Mayen Islands,SJM,2015,,FSI,Financial Secrecy Index
Solomon Islands,SLB,2015,,FSI,Financial Secrecy Index
Sierra Leone,SLE,2015,,FSI,Financial Secrecy Index
El Salvador,SLV,2015,,FSI,Financial Secrecy Index
San Marino,SMR,2015,33.271,FSI,Financial Secrecy Index
Somalia,SOM,2015,,FSI,Financial Secrecy Index
St. Pierre and Miquelon,SPM,2015,,FSI,Financial Secrecy Index
Serbia,SRB,2015,,FSI,Financial Secrecy Index
South Sudan,SSD,2015,,FSI,Financial Secrecy Index
Sao Tome and Principe,STP,2015,,FSI,Financial Secrecy Index
Suriname,SUR,2015,,FSI,Financial Secrecy Index
Slovakia,SVK,2015,60.13406,FSI,Financial Secrecy Index
Slovenia,SVN,2015,22.46907,FSI,Financial Secrecy Index
Sweden,SWE,2015,100.8714,FSI,Financial Secrecy Index
Eswatini,SWZ,2015,,FSI,Financial Secrecy Index
Sint Maarten,SXM,2015,,FSI,Financial Secrecy Index
Seychelles,SYC,2015,60.84057,FSI,Financial Secrecy Index
Syria,SYR,2015,,FSI,Financial Secrecy Index
Turks and Caicos Islands,TCA,2015,72.46152,FSI,Financial Secrecy Index
Chad,TCD,2015,,FSI,Financial Secrecy Index
Togo,TGO,2015,,FSI,Financial Secrecy Index
Thailand,THA,2015,,FSI,Financial Secrecy Index
Tajikistan,TJK,2015,,FSI,Financial Secrecy Index
Tokelau,TKL,2015,,FSI,Financial Secrecy Index
Turkmenistan,TKM,2015,,FSI,Financial Secrecy Index
Timor-Leste,TLS,2015,,FSI,Financial Secrecy Index
Tonga,TON,2015,,FSI,Financial Secrecy Index
Trinidad and Tobago,TTO,2015,,FSI,Financial Secrecy Index
Tunisia,TUN,2015,,FSI,Financial Secrecy Index
Turkey,TUR,2015,320.9027,FSI,Financial Secrecy Index
Tuvalu,TUV,2015,,FSI,Financial Secrecy Index
Taiwan,TWN,2015,,FSI,Financial Secrecy Index
Tanzania,TZA,2015,,FSI,Financial Secrecy Index
Uganda,UGA,2015,,FSI,Financial Secrecy Index
Ukraine,UKR,2015,,FSI,Financial Secrecy Index
United States Minor Outlying Islands,UMI,2015,,FSI,Financial Secrecy Index
Uruguay,URY,2015,255.5827,FSI,Financial Secrecy Index
United States,USA,2015,1254.755,FSI,Financial Secrecy Index
Uzbekistan,UZB,2015,,FSI,Financial Secrecy Index
Vatican,VAT,2015,,FSI,Financial Secrecy Index
St. Vincent & Grenadines,VCT,2015,79.65414,FSI,Financial Secrecy Index
Venezuela,VEN,2015,,FSI,Financial Secrecy Index
British Virgin Islands,VGB,2015,307.6909,FSI,Financial Secrecy Index
US Virgin Islands,VIR,2015,118.2316,FSI,Financial Secrecy Index
Vietnam,VNM,2015,,FSI,Financial Secrecy Index
Vanuatu,VUT,2015,142.8499,FSI,Financial Secrecy Index
Wallis and Futuna Islands,WLF,2015,,FSI,Financial Secrecy Index
Samoa,WSM,2015,117.5075,FSI,Financial Secrecy Index
,XKX,2015,,FSI,Financial Secrecy Index
Yemen,YEM,2015,,FSI,Financial Secrecy Index
South Africa,ZAF,2015,90.88525,FSI,Financial Secrecy Index
Zambia,ZMB,2015,,FSI,Financial Secrecy Index
Zimbabwe,ZWE,2015,,FSI,Financial Secrecy Index
Aruba,ABW,2018,148.0466,FSI,Financial Secrecy Index
Afghanistan,AFG,2018,,FSI,Financial Secrecy Index
Angola,AGO,2018,,FSI,Financial Secrecy Index
Anguilla,AIA,2018,195.0371,FSI,Financial Secrecy Index
Albania,ALB,2018,,FSI,Financial Secrecy Index
Andorra,AND,2018,35.05223,FSI,Financial Secrecy Index
Netherlands Antilles,ANT,2018,,FSI,Financial Secrecy Index
United Arab Emirates,ARE,2018,661.1468,FSI,Financial Secrecy Index
Argentina,ARG,2018,,FSI,Financial Secrecy Index
Armenia,ARM,2018,,FSI,Financial Secrecy Index
American Samoa,ASM,2018,,FSI,Financial Secrecy Index
French Southern Territories,ATF,2018,,FSI,Financial Secrecy Index
Antigua and Barbuda,ATG,2018,54.5297,FSI,Financial Secrecy Index
Australia,AUS,2018,244.3583,FSI,Financial Secrecy Index
Austria,AUT,2018,310.4127,FSI,Financial Secrecy Index
Azerbaijan,AZE,2018,,FSI,Financial Secrecy Index
Burundi,BDI,2018,,FSI,Financial Secrecy Index
Belgium,BEL,2018,212.9652,FSI,Financial Secrecy Index
Benin,BEN,2018,,FSI,Financial Secrecy Index
"Bonaire, Sint Eustatius and Saba",BES,2018,,FSI,Financial Secrecy Index
Burkina Faso,BFA,2018,,FSI,Financial Secrecy Index
Bangladesh,BGD,2018,,FSI,Financial Secrecy Index
Bulgaria,BGR,2018,91.38212,FSI,Financial Secrecy Index
Bahrain,BHR,2018,490.7067,FSI,Financial Secrecy Index
Bahamas,BHS,2018,429.0041,FSI,Financial Secrecy Index
Bosnia and Herzegovina,BIH,2018,,FSI,Financial Secrecy Index
Belarus,BLR,2018,,FSI,Financial Secrecy Index
Belize,BLZ,2018,86.29995,FSI,Financial Secrecy Index
Bermuda,BMU,2018,281.8268,FSI,Financial Secrecy Index
Bolivia,BOL,2018,94.82185,FSI,Financial Secrecy Index
Brazil,BRA,2018,137.9975,FSI,Financial Secrecy Index
Barbados,BRB,2018,230.953,FSI,Financial Secrecy Index
Brunei,BRN,2018,85.59808,FSI,Financial Secrecy Index
Bhutan,BTN,2018,,FSI,Financial Secrecy Index
Bouvet Island,BVT,2018,,FSI,Financial Secrecy Index
Botswana,BWA,2018,39.44938,FSI,Financial Secrecy Index
Central African Republic,CAF,2018,,FSI,Financial Secrecy Index
Canada,CAN,2018,425.8399,FSI,Financial Secrecy Index
Cocos Islands,CCK,2018,,FSI,Financial Secrecy Index
Switzerland,CHE,2018,1589.574,FSI,Financial Secrecy Index
Chile,CHL,2018,168.6416,FSI,Financial Secrecy Index
China,CHN,2018,372.5777,FSI,Financial Secrecy Index
Cote d'Ivoire,CIV,2018,,FSI,Financial Secrecy Index
Cameroon,CMR,2018,,FSI,Financial Secrecy Index
Congo DRC,COD,2018,,FSI,Financial Secrecy Index
"Congo, Rep.",COG,2018,,FSI,Financial Secrecy Index
Cook Islands,COK,2018,44.97323,FSI,Financial Secrecy Index
Colombia,COL,2018,,FSI,Financial Secrecy Index
Comoros,COM,2018,,FSI,Financial Secrecy Index
Cape Verde,CPV,2018,,FSI,Financial Secrecy Index
Costa Rica,CRI,2018,168.778,FSI,Financial Secrecy Index
Cuba,CUB,2018,,FSI,Financial Secrecy Index
Cura�ao,CUW,2018,105.658,FSI,Financial Secrecy Index
Christmas Island,CXR,2018,,FSI,Financial Secrecy Index
Cayman Islands,CYM,2018,1267.682,FSI,Financial Secrecy Index
Cyprus,CYP,2018,404.4424,FSI,Financial Secrecy Index
Czechia,CZE,2018,145.1049,FSI,Financial Secrecy Index
Germany,DEU,2018,768.9534,FSI,Financial Secrecy Index
Djibouti,DJI,2018,,FSI,Financial Secrecy Index
Dominica,DMA,2018,62.02435,FSI,Financial Secrecy Index
Denmark,DNK,2018,166.1187,FSI,Financial Secrecy Index
Dominican Republic,DOM,2018,147.0888,FSI,Financial Secrecy Index
Algeria,DZA,2018,,FSI,Financial Secrecy Index
Ecuador,ECU,2018,,FSI,Financial Secrecy Index
Egypt,EGY,2018,,FSI,Financial Secrecy Index
Eritrea,ERI,2018,,FSI,Financial Secrecy Index
Western Sahara,ESH,2018,,FSI,Financial Secrecy Index
Spain,ESP,2018,213.8851,FSI,Financial Secrecy Index
Estonia,EST,2018,79.46701,FSI,Financial Secrecy Index
Ethiopia,ETH,2018,,FSI,Financial Secrecy Index
Finland,FIN,2018,142.2335,FSI,Financial Secrecy Index
Fiji,FJI,2018,,FSI,Financial Secrecy Index
Falkland Islands,FLK,2018,,FSI,Financial Secrecy Index
France,FRA,2018,404.1754,FSI,Financial Secrecy Index
Faroe Islands,FRO,2018,,FSI,Financial Secrecy Index
Micronesia,FSM,2018,,FSI,Financial Secrecy Index
Gabon,GAB,2018,,FSI,Financial Secrecy Index
United Kingdom,GBR,2018,423.76,FSI,Financial Secrecy Index
Georgia,GEO,2018,,FSI,Financial Secrecy Index
Guernsey,GGY,2018,658.9188,FSI,Financial Secrecy Index
Ghana,GHA,2018,68.85175,FSI,Financial Secrecy Index
Gibraltar,GIB,2018,107.4421,FSI,Financial Secrecy Index
Guinea,GIN,2018,,FSI,Financial Secrecy Index
Guadeloupe,GLP,2018,,FSI,Financial Secrecy Index
Gambia,GMB,2018,34.51403,FSI,Financial Secrecy Index
Guinea-Bissau,GNB,2018,,FSI,Financial Secrecy Index
Equatorial Guinea,GNQ,2018,,FSI,Financial Secrecy Index
Greece,GRC,2018,118.5833,FSI,Financial Secrecy Index
Grenada,GRD,2018,44.60537,FSI,Financial Secrecy Index
Greenland,GRL,2018,,FSI,Financial Secrecy Index
Guatemala,GTM,2018,123.6272,FSI,Financial Secrecy Index
French Guiana,GUF,2018,,FSI,Financial Secrecy Index
Guam,GUM,2018,,FSI,Financial Secrecy Index
Guyana,GUY,2018,,FSI,Financial Secrecy Index
Hong Kong,HKG,2018,1243.678,FSI,Financial Secrecy Index
Heard Island and McDonald Islands,HMD,2018,,FSI,Financial Secrecy Index
Honduras,HND,2018,,FSI,Financial Secrecy Index
Croatia,HRV,2018,119.3637,FSI,Financial Secrecy Index
Haiti,HTI,2018,,FSI,Financial Secrecy Index
Hungary,HUN,2018,132.7332,FSI,Financial Secrecy Index
Indonesia,IDN,2018,188.7874,FSI,Financial Secrecy Index
Isle of Man,IMN,2018,248.6847,FSI,Financial Secrecy Index
India,IND,2018,316.6198,FSI,Financial Secrecy Index
British Indian Ocean Territory,IOT,2018,,FSI,Financial Secrecy Index
Ireland,IRL,2018,387.941,FSI,Financial Secrecy Index
Iran,IRN,2018,,FSI,Financial Secrecy Index
Iraq,IRQ,2018,,FSI,Financial Secrecy Index
Iceland,ISL,2018,139.6926,FSI,Financial Secrecy Index
Israel,ISR,2018,313.5544,FSI,Financial Secrecy Index
Italy,ITA,2018,254.1414,FSI,Financial Secrecy Index
Jamaica,JAM,2018,,FSI,Financial Secrecy Index
Jersey,JEY,2018,438.2174,FSI,Financial Secrecy Index
Jordan,JOR,2018,,FSI,Financial Secrecy Index
Japan,JPN,2018,623.9166,FSI,Financial Secrecy Index
Kazakhstan,KAZ,2018,,FSI,Financial Secrecy Index
Kenya,KEN,2018,378.3477,FSI,Financial Secrecy Index
Kyrgyz Republic,KGZ,2018,,FSI,Financial Secrecy Index
Cambodia,KHM,2018,,FSI,Financial Secrecy Index
Kiribati,KIR,2018,,FSI,Financial Secrecy Index
St. Kitts and Nevis,KNA,2018,152.5491,FSI,Financial Secrecy Index
South Korea,KOR,2018,314.0573,FSI,Financial Secrecy Index
Kuwait,KWT,2018,,FSI,Financial Secrecy Index
Laos,LAO,2018,,FSI,Financial Secrecy Index
Lebanon,LBN,2018,644.4132,FSI,Financial Secrecy Index
Liberia,LBR,2018,277.2883,FSI,Financial Secrecy Index
Libya,LBY,2018,,FSI,Financial Secrecy Index
